,BPA,PNW,CAISO
0,932.2957339885222,1217.0962584706556,1588.7198721962718
1,642.8473148403656,839.2262595827227,1494.1062817925238
2,828.0098218878076,1080.9527700885217,1644.6995798518226
3,955.5007592615385,1247.3900251456116,1533.5286111274186
4,945.4135093201746,1234.2212915406978,1713.2944328945403
5,1004.3010793654987,1311.0980148374656,1405.8002640823588
6,1107.2475809226846,1445.4929254865335,1630.5075412912606
7,802.3632547672353,1047.47161196767,1436.5496809635767
8,873.3465480264441,1140.1390966402664,1084.114056709615
9,1062.684481512412,1387.3165554992324,572.4122219426766
10,1130.3155059290702,1475.60771009017,441.5300885508249
11,1191.1652074894832,1555.0459627800042,389.49261382876347
12,1189.9423410895213,1553.4495314484611,319.3208676126502
13,1142.0175785992856,1490.8845673619917,244.41844187634953
14,1406.7340968023705,1836.4674892981336,254.6682475034222
15,1510.6547875982656,1972.1341874650986,255.45669409012015
16,1466.9725382559598,1915.1077522923756,225.49572379559987
17,1582.5051883782492,2065.9336662901424,381.60814796178437
18,1672.1431030076653,2182.9544425687536,924.0593996099407
19,1736.8109562510244,2267.377227481755,765.5816356836624
20,1856.463118478601,2423.5810946195834,518.0094074605214
21,2168.090041831551,2830.4047543492834,471.4910588453451
22,2451.0728180701644,3199.8339661490395,490.4137769260948
23,2722.624648457087,3554.3402721371895,613.4114444509676
24,363.17721058422904,474.12168483580814,609.8523171789166
25,340.15140172283924,444.06188214469876,721.0832429536874
26,391.7346784174103,511.40297443526146,818.5061917357283
27,412.3531908829554,538.3200925364953,941.2437650044411
28,424.2644648347876,553.8700585310543,1014.8863089656688
29,513.6417072255368,670.5505316260271,938.1753256727234
30,572.5948317842666,747.512835227502,868.3683308761427
31,612.0335003463736,798.9993477106705,871.4367702078605
32,573.1326359783299,748.2149294756265,709.5765954597458
33,570.5631490500589,744.8605078982491,695.7686184670155
34,684.3718741610654,893.4358670509993,1086.9946332610373
35,1175.1442734414761,1534.1309052760785,1495.0970643795074
36,1324.5758520517975,1729.2112951067852,1689.9429619435887
37,1163.3268989973471,1518.7035234952314,1898.5968365004007
38,1554.7627996226202,2029.7164485934989,2047.4161440887146
39,1803.6617797419106,2354.649843005105,1876.3506513454467
40,1770.7706089135675,2311.7109776939524,2026.7041785996198
41,1914.8526457667463,2499.807631549277,1578.712036168818
42,2381.113866018515,3108.5037415385314,1482.0561972197067
43,2321.605899678876,3030.817101408454,1629.341285142162
44,1952.1116494718092,2548.4486285532757,1656.9572391276226
45,1818.6860240116935,2374.26373891866,1499.6997233770842
46,1522.8277239814431,1988.0257493230326,1412.2492024231265
47,1377.7070820862402,1798.5732142118018,1433.7282777451512
48,4058.713855187769,5298.582056380899,131.6084108926813
49,4142.959214804068,5408.562943608445,173.48381435853443
50,4240.147008398214,5535.439958744404,233.3058193097532
51,4497.0408906780885,5870.810562242935,223.58474350518014
52,3927.594917454402,5127.408508426112,275.18122277560633
53,3910.564295554201,5105.175320566842,321.5432766128008
54,3709.2196884059204,4842.32335301034,330.51657735548366
55,3488.520462735084,4554.20425944528,329.0210272317032
56,3413.8253269529373,4456.691027353704,329.0210272317032
57,3279.9314764801943,4281.894877911481,420.9973598442021
58,3366.509941911487,4394.921595184709,518.9558929518228
59,3447.1253215092484,4500.1636051034575,557.0924211082248
60,3216.348026428298,4198.887762961224,486.80156529054267
61,2675.788765830006,3493.196822232384,447.91726207225054
62,2453.5553171870247,3203.074826614915,448.6650371341408
63,2398.1180009035475,3130.7023510490176,423.2406850298728
64,1914.2337210401631,2498.999635822667,364.91423020243445
65,1631.2759895756185,2129.6031195504156,410.52850897773874
66,997.6599320782026,1302.4281097626665,443.4306117009091
67,606.0400546315356,791.1750060463911,423.2406850298728
68,368.60370979060036,481.20588745509184,459.8816630624943
69,200.57294937720386,261.844581432381,502.5048415902377
70,139.53137686448542,182.1558444706076,511.47814233292047
71,180.5041554690039,235.64511157833408,408.28518379206804
72,930.987041234903,1215.387782290996,9.511859989549519
73,641.9449299082626,838.048211368489,2.3779649973873798
74,826.8475185388539,1079.4354027922375,2.3779649973873798
75,954.1594928863578,1245.6390246558196,3.170619996516506
76,944.0864027340187,1232.488776415168,7.133894992162139
77,1002.8913104508703,1309.2575854450004,15.060444983453406
78,1105.6933027759678,1443.4638417440833,23.7796499738738
79,801.2369523086882,1046.0012432228305,11.8898249869369
80,872.1206040934917,1138.538647641634,2.3779649973873798
81,1061.1927579855983,1385.3691357514338,2.3779649973873798
82,1128.7288466127347,1473.5363532803326,3.170619996516506
83,1189.4931315391455,1552.8630960041062,4.7559299947747595
84,1188.2719817150917,1551.2689056332788,5.548584993903886
85,1140.4144927166283,1488.7917659486009,14.267789984324278
86,1404.7594200430137,1833.8895823015846,17.438409980840785
87,1508.5342341068406,1969.3658408705492,19.023719979099038
88,1464.9133029075786,1912.4194554929225,18.23106497996991
89,1580.2837762264041,2063.033650426115,14.267789984324278
90,1669.795863304488,2179.8901609719164,4.7559299947747595
