,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS5A,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP5A,LOP5E
0,33.488262846276115,37.36306198612859,181.055307901509,34.06195942938938,17.545938194263094,68.28244376025451,27.76679245287986,251.6932747137395,111.71417730076696,6.31297761361192,699.9568419798353,1295.1166201384876,2549.0109826823186,1219.2479557629697,1097.1644087861055,4430.9940867044215,116.72330951539278,2668.1084572748273,2733.7357630467814,1455.343320295723,1416.861009151667,4202.797076962112,-0.0
1,27.073303404944003,21.67057595195458,162.1390817028439,29.429532946992428,10.216622239697497,59.63493006756671,27.416924506738187,194.6082020982522,103.23679792459144,6.571644748611458,610.3165924619818,1157.1123901237308,2485.9751623996026,932.8340803471987,917.2294457451841,3898.563494132998,63.07408650831783,2332.0489950989904,2389.410266174477,1292.6341292067602,1258.454188252723,3724.628898888931,-0.0
2,24.46382837796145,19.791100712652355,148.62749156094023,30.92825916188556,44.19799621086526,78.54575585918845,26.31961140293022,212.77163429408907,96.34567665254694,-0.04498558869557187,548.3313135400617,1061.5710001135144,1895.9992819410602,807.5280098527988,759.237770879985,3485.380617776,34.07450650449354,2108.0093536484324,2159.859934926274,1157.0431366326245,1126.4485041702694,3333.058107395933,-0.0
3,16.744131423138057,18.36451107318199,116.8232870730747,17.541909106135527,20.21114399592331,67.23516701546532,22.677804145364647,173.84999387443867,89.81861461751609,-0.9259533673171878,476.8098378609232,940.5519061005739,1995.477685824721,745.8694672285703,641.8411791398718,3061.737415435279,28.274590503728685,1843.2352319341367,1888.5731798147615,1021.4521440584888,994.442820087816,2943.369867785112,-0.0
4,23.594003368967265,30.139536668810386,119.52560510145544,16.179430728959954,18.323289886413992,52.274070661334186,15.934894637907,116.76492125895133,84.85180645540099,-0.9109581710853306,451.0621066164334,864.1187940924007,1846.7525473451885,555.9213762410277,576.0113146127054,2816.9657874161962,105.84846701395867,1690.4809309451198,1732.0615903273501,922.0187495041228,897.6386517606836,2656.2807057529853,-0.0
5,15.656850161895328,14.514983474611165,136.77886635957856,17.03097971469469,14.436531425659508,54.009557838413386,14.312779614886525,114.17014523097461,81.86131986564583,-1.207113296664512,476.8098378609232,872.6113620933089,1640.9011967344447,598.6845590287991,548.5822043930527,2847.300732768989,71.04897100936952,1731.2154112088574,1773.7980141906596,931.058149009065,906.4390306995138,2675.1062245747644,-0.0
6,10.002987603433125,11.639159915678842,96.45196655143533,0.06812391885877876,14.991782634338719,60.921584354021974,16.44379346865852,116.76492125895133,79.39091790019592,-1.8444091365184465,512.0937658626316,881.1039300942169,1214.424475134196,602.6625295206849,513.4729433118973,2868.221384736432,7.9748845010516805,1751.5826513407267,1794.6662261223148,985.2945460387194,959.2413043324952,2827.592927031172,-0.0
7,22.28926585547599,12.137334075493891,112.45800410415198,17.03097971469469,14.214430942187821,51.43624926550284,13.787977695674021,101.97469789948416,78.24673172672435,-2.2117914441989504,538.7951167828433,898.0890660960332,1985.6283389055466,565.8663024707421,493.7239839537475,2907.970623474573,69.5989920091783,1782.1335115385298,1825.9685440197968,985.2945460387194,959.2413043324952,2831.358030795528,-0.0
8,15.330665783522507,11.933535555569552,75.04129294195724,-2.861204592068708,-9.550320789282445,54.578079499870384,6.122689057479236,72.65372878334749,77.28457517175966,5.135854709411123,566.4500873787769,906.5816340969413,1473.4622991084811,537.0260164045706,454.22606523744764,2918.430949458295,142.82293151883465,1802.5007516703986,1846.8367559514516,931.058149009065,906.4390306995138,2678.87132833912,-0.0
9,37.40247538674995,11.752381315636809,76.70425788249923,7.425507155606884,-36.53552953109214,60.921584354021974,5.454759342117866,36.326864391673745,75.77632976127444,14.721533900625898,673.2554910596236,923.5667700987576,1909.788367627904,560.8938393558849,441.0600923320144,2994.7913291394616,700.3398570923566,1802.5007516703986,1846.8367559514516,949.1369480189499,924.0397885771742,2725.9351253935674,-0.0
