,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
0,12062.620105317897,162906.8249923014,732.2141446760576,0.0,1.6793183430305039,23.401995152049846,1.0649102720284191,10.684343293701799,3.9740202867792367,12.637891353836604,43.378084685184476,95.4715948889774,2.8263664872021277,2.5285309010468664,74.16760180245979,513.7789074836782,1875.0484424620513,681.7654266203347,380.00021864549916,22.027639025022474,107.53282902293363,50.46299093036106,38.38228016726838,250.22986631601827,47.96442497764348,9.890492943100107,38.87198432555098,18.881034341652448,0.06458150537231384,17.180731572491162
1,8752.013363831458,90387.01257637367,770.0330109283026,0.0,1.6513088720543203,18.930354606733815,4.076645364390378,39.632105127296775,2.407255597887019,14.5943730682291,43.489047099822095,91.6555254691948,2.8125897341745074,2.715831344614838,86.1590570323307,285.1340588039934,2067.818941105739,741.8754597717259,195.67766644636197,36.93336875533239,103.21507042835614,24.740254193123278,55.23736467831844,541.3595206787473,40.965738379520495,12.282993991686675,38.87198432555098,15.888309838620085,0.06981794384069266,16.34489158007929
2,5949.391913044151,53601.600481337875,672.1064078821007,0.0,1.6233278082495122,19.675372011226525,2.0688219694824053,3.401268459036752,2.407255597887019,20.939827020123875,54.8318717072223,90.49411303708706,2.854084002221982,3.1372447990823975,83.94549491154444,473.6229379183776,2411.072838716883,985.5881746096048,195.67766644636197,58.29909663947005,111.8489230999342,12.483565368503504,55.40403377555689,395.4525565887074,44.123451886560495,10.756950912750177,38.87198432555098,11.046711060599492,0.10821911047764987,11.70128308829422
3,4815.301407952027,42990.58560958126,600.5093952646773,0.0,1.6233278082495122,25.26530672246151,0.8887127683691409,0.36970274346646076,8.720971130934911,42.567158978347216,45.81925780721192,93.725110028665,3.0341658453687317,5.19754967833009,53.09894938663077,350.077157257839,3709.580178176898,626.6048360186419,195.67766644636197,27.548232521209844,66.2461350445604,9.616936419174356,36.309669296770835,248.3501743840187,40.62460586521665,9.834013368524635,42.98065124292983,10.606884135642886,2.1644563538144963,13.74439453580413
4,3773.3398020867457,33127.36561512802,528.214587646676,0.0,1.7912710054211125,24.072510816093285,0.6258688598939006,27.57962507558857,15.091823099963682,146.684822240773,46.037072917426485,105.34796677404405,2.660061397082998,17.418991426062917,45.91416202335928,290.51007516889314,4607.1188105394285,470.9002417092788,195.67766644636197,19.101546265197545,147.06345695763713,7.655866207235192,27.476207143132797,213.57587364202587,47.62329246333963,6.461657374977554,47.299880591028504,7.658192362299008,0.9617622880364731,25.91056295929605
5,3143.9857096353767,26791.341134701644,521.8451797925647,0.0,1.7352804706401206,32.27077450223265,0.557052332245845,13.383194245451497,11.974124695660773,93.96470891122232,49.21799547037132,97.05216368756012,2.521637830948338,17.559479302299273,40.49332356353449,325.10535605141564,3687.3238099262494,503.53140256289123,195.67766644636197,17.473181213318895,119.13451653419236,5.091577029905605,27.882127041245806,214.20243761935905,41.904598710432545,4.031503276674005,46.66819329886907,10.034458649692539,0.4782675588003908,17.55216303517733
6,2888.0205311789387,22166.3638225815,454.288887062208,0.0,1.6233278082495122,21.16617487939183,0.5699133285669589,22.92152180774087,0.9338602068172104,48.912612930241984,45.597332977936695,99.70682067523498,2.6462846440553776,12.127615916103544,37.86518302156499,252.46757768597692,2855.289715937788,597.9629799523547,195.67766644636197,16.644837607682756,103.48472227582012,5.581844582890397,34.167164933882965,175.3637152875601,42.331262992171176,8.948509960936322,34.55275497745231,9.418500805981981,0.26881002006523785,16.25191451303975
7,2747.854649231805,15920.726354731492,449.31506920925244,0.0,1.7072994068353122,21.09167313894256,0.45861410571883754,6.321999001481959,8.830227145103223,41.03366952271906,65.51303154585749,90.1622809136277,2.7571547041347975,9.084046425925889,39.71300310368897,264.5738740802167,2947.6030615228656,490.79267337760206,195.67766644636197,15.237003527262367,101.05619113106738,5.3554548985429005,25.1667648618819,169.6751739144034,47.45222892847006,10.643991763599233,38.24029703339155,16.32813676357669,0.21818802552668012,17.319958770314475
8,2419.4859026172453,16413.125370917904,416.1535788910963,0.0,1.6513088720543203,20.421157474899122,0.42058733476073373,14.307491343434062,7.252704083387288,31.145227850850702,58.23060937038171,67.24577981903853,2.715496427122708,8.147293336878462,33.06010764569993,213.8505441029951,2620.687361513903,477.32369857022616,134.43927123865436,14.10539005755737,78.65844261578799,4.035383952005699,28.64289082380197,164.04434238126422,38.149157386784346,10.907782024697854,38.24029703339155,4.181107832693272,0.19025417500686811,14.533984397432233
9,2237.3630811733537,14086.185302963351,430.2879846004743,0.0,1.7632899416163041,24.072510816093285,0.288034403912463,3.1424491758750692,4.046653239055416,29.34779578631703,71.01594536807085,63.427090671965466,5.915967362610569,8.334945000137026,30.308283656693696,1186.4580849283611,2665.250680670316,457.63411290803816,134.43927123865436,12.725241683510525,72.0486433177667,4.035383952005699,22.762159902530346,162.5438865408084,42.757927273909814,11.209225335513453,38.24029703339155,9.418500805981981,0.17978315167664793,12.073191356452384
