,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,8322.902889728817,2924.5004112578,12186.668487556726,7088.627509333915,6080.148140761836,1505.4070558604246,-379.6006741941049,690.5500275166644,372.6496648362868,1389.5215779017826,5823.677202164781,1463.4658623327189,-203.9716885318415,-26.66108006656069,-10.64640537909438
1,9061.135935333008,2736.9936493854775,11394.335736557088,7249.048032715469,5769.408742277081,1568.7930242096495,-227.34369212819007,573.0819912394971,576.8177336282112,1526.8406710028783,5401.790770750235,1526.8518306819437,-377.9733550480807,-20.86447624358197,81.44844276878794
2,8101.32405285843,2911.217191687995,12372.434275802367,7511.428705059913,5825.321811413601,1335.9612277637866,-454.3285078459374,390.8290965177649,-28.98502866597596,2537.2143748351255,5304.889723791002,1294.0200342360808,-224.03610682286222,-32.74011454389827,24.325689948845373
3,8398.305812465562,2874.6375241675382,12744.010337040048,7216.3284505696,5554.188221987409,1654.401453796301,-456.98592909948036,247.9585563724666,416.70759873596694,2688.452879743029,4492.451925456154,1612.4602602685952,-206.65139577958576,-48.71379959142981,107.8063974174934
4,8115.814625185487,2523.726938300102,11323.761221826051,7131.503692678631,5001.259150165597,1522.081926941247,-715.7541157185244,187.43560217671705,-161.59550295130668,1935.6039396006763,4889.140941785993,1480.1407334135413,-346.9244141717707,-38.12377792357621,-152.7413351046975
5,7563.312777234739,2585.4266203148422,10183.733434327716,6233.666410904277,4934.394740140795,1304.3709706725165,-326.83501725611865,362.09604126756625,125.26801455126088,2136.6984587338748,5242.039375836473,1262.4297771448107,-338.4849900881656,-23.81664671828275,69.48727991606012
6,7559.444898156159,2713.9677150882817,12052.162342652224,7183.206623187041,5655.339181872822,1412.3944493192203,232.66447373284524,927.1329740979846,159.52473469136032,1793.0555148185258,4510.949696564784,1370.4532557915145,-317.34065204390475,-20.771054265422425,57.84890890139027
7,8243.67599085716,2559.059487578955,11325.424429813505,6963.251967832107,5620.196424169114,1466.6252020830461,-202.4157810340035,637.7702478302101,158.91278356734665,1948.5772659325776,4557.5626392517925,1424.6840085553404,-287.95440678526245,-26.694963928146322,-11.63903319851011
8,7610.323163983422,2651.4593397570234,10651.454236115236,6895.506659332495,6006.376036459828,1449.2746723113921,111.60924875670617,950.6724769283778,494.74696018278104,2186.0602813689366,4422.9828219726605,1407.3334787836864,-294.2325070821278,-30.16687413568504,7.751702423576461
9,7421.391585640524,2775.445083369608,11493.370187570908,7056.150278220152,6323.536071378558,1693.3263548392174,237.9470816317061,700.9592626603029,774.500276043198,2224.6067315701052,4673.659924501114,1651.3851613115116,-377.2179485690738,-48.5522930456398,93.94388675614485
10,8029.587337972374,2632.2949074954367,10160.569144312652,6799.652716394365,6228.58054951136,1714.3937604046232,-430.41732374436697,1134.0536719089746,643.5099263330312,1925.0915553093955,4873.811841584988,1672.4525668769174,-330.26134344289056,-46.364645929098415,26.514301703127252
11,7737.522951373923,2463.7204620488146,9547.307832336843,6734.261754182987,5242.7680671968865,1800.073898975527,442.16304855595257,837.8504615208858,302.3781421833869,2316.1177813423474,4936.637131635439,1758.1327054478213,-337.24268318374544,-46.051287419648034,-77.4668892694632
12,8475.042108222799,2545.966744671482,9095.020029591717,6885.928435617048,5623.896969993157,1504.311038532583,698.4330894301868,1160.8070006926562,-922.4769316678281,1704.0004670685403,6320.393181362576,1462.3698450048773,-335.3498570324552,-32.07946218439771,67.46702667013037
13,10123.73300228138,2752.6284476207948,11704.766128982868,7567.04312301771,5917.241660345072,1793.6280381423367,-362.2273073656622,572.7770198649614,-88.26995032242496,2567.7957407703225,5435.149976209958,1751.686844614631,-362.4817878785595,-13.453073627897918,11.322380614772129
14,9342.921709829414,3044.660112783838,12280.5617055751,7615.456214959865,6047.810780931374,1665.6549782099623,-466.9901816983347,782.7112427504804,-48.24774262184846,1788.5236180562224,5461.292864921074,1623.7137846822566,-339.0090841997619,-6.6723431870967715,-53.223026639956956
15,10498.057154900296,3104.8959112541374,12580.196363714284,7150.2417948317825,5836.032805441064,1754.678168548294,-661.7874140293696,492.36085148349423,76.35044708166848,1924.0105629021198,5699.552891526139,1712.7369750205883,-321.3540476805415,-22.60100225977247,-27.920014109586866
16,9134.917215637242,3042.5288218728733,13241.093929039558,7559.0595322864365,5913.738535115113,1531.9338004314584,-445.3059370115806,275.69278513244063,1422.4565973162962,2666.274118470629,5683.735791084405,1489.9926069037526,-338.6476734627831,-15.636570490128928,-38.37489657486498
17,9174.4738074191,3090.2678281631843,13130.906911992857,7653.817114037295,5732.034019140863,1505.3178352683656,234.71663268832816,-54.19822974620571,966.1403827822663,2024.2429229233685,5067.707950158915,1463.3766417406598,-349.3343310432169,-12.372032092835266,-52.25213144449768
18,7543.781882250007,2859.48703966505,12403.956110851885,7286.731866188533,5453.541313032338,1695.5602094534606,636.8793852774998,77.23874715885518,1351.3928407004796,1897.7476380671997,5069.880001323488,1653.6190159257549,-230.44341491228363,-6.8492460661019585,-43.79522583646012
19,7445.4120380588665,2953.0152754710284,12471.400600652116,7324.37885649106,5535.497775420736,1477.0897372384188,718.8412215118879,-154.0156763559859,944.9211303326001,1935.2366038509724,5223.499871576467,1435.148543710713,-182.5537410945897,-10.745180101741322,94.52062128621697
